ticker,company_name,delivery_upside_score,execution_downside_score,leadership_risk_score,positive_marker_evidence_score,negative_marker_evidence_score,execution_balance_score,execution_outlook,evidence_coverage,evidence_coverage_score,approved_asset_count,late_stage_asset_count,active_company_marker_ids,current_feature_tags,closest_marker_id,closest_marker_company,closest_marker_polarity,marker_similarity,marker_outcome_class,marker_outcome_date,interpretation
TECX,Tectonic Therapeutic Inc. Common Stock,25.31,0.0,0.0,0.0,0.0,25.31,insufficient_risk_evidence,market_only_risk_unscreened,50.8,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
XBIT,XBiotech Inc. Common Stock,25.3,0.0,0.0,0.0,0.0,25.3,insufficient_risk_evidence,market_only_risk_unscreened,50.8,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
VERU,Veru Inc. Common Stock,25.29,0.0,0.0,0.0,0.0,25.29,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
MSLE,Satellos Bioscience Inc. Common Stock,25.27,0.0,0.0,0.0,0.0,25.27,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
PEPG,PepGen Inc. Common Stock,25.24,0.0,0.0,0.0,0.0,25.24,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
CGEM,Cullinan Therapeutics Inc. Common Stock,25.22,0.0,0.0,0.0,0.0,25.22,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
PGEN,Precigen Inc. Common Stock,25.21,0.0,0.0,0.0,0.0,25.21,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
IGC,IGC Pharma Inc. Common Stock,25.18,0.0,0.0,0.0,0.0,25.18,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
BIOA,BioAge Labs Inc. Common Stock,25.17,0.0,0.0,0.0,0.0,25.17,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
CCCC,C4 Therapeutics Inc. Common Stock,25.16,0.0,0.0,0.0,0.0,25.16,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
COYA,Coya Therapeutics Inc. Common Stock,25.02,0.0,0.0,0.0,0.0,25.02,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
RNTX,Rein Therapeutics Inc. Common Stock,25.02,0.0,0.0,0.0,0.0,25.02,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
CRBP,Corbus Pharmaceuticals Holdings Inc. Common Stock,24.99,0.0,0.0,0.0,0.0,24.99,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
FBRX,Forte Biosciences Inc. Common Stock,24.99,0.0,0.0,0.0,0.0,24.99,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
LABT,Lakewood-Amedex Biotherapeutics Inc. Common Stock,24.97,0.0,0.0,0.0,0.0,24.97,insufficient_risk_evidence,market_only_risk_unscreened,56.68,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
TTRX,Turn Therapeutics Inc. Common Stock,24.97,0.0,0.0,0.0,0.0,24.97,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
ARCT,Arcturus Therapeutics Holdings Inc. Common Stock,24.89,0.0,0.0,0.0,0.0,24.89,insufficient_risk_evidence,market_only_risk_unscreened,50.8,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
UPB,Upstream Bio Inc. Common Stock,24.88,0.0,0.0,0.0,0.0,24.88,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
INKT,MiNK Therapeutics Inc. Common Stock,24.86,0.0,0.0,0.0,0.0,24.86,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
GANX,Gain Therapeutics Inc. Common Stock,24.85,0.0,0.0,0.0,0.0,24.85,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
LRMR,Larimar Therapeutics Inc. Common Stock,24.83,0.0,0.0,0.0,0.0,24.83,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
KYNB,Kyntra Bio Inc. Common Stock,24.77,0.0,0.0,0.0,0.0,24.77,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
BNTC,Benitec Biopharma Inc. Common Stock,24.74,0.0,0.0,0.0,0.0,24.74,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
JBIO,Jade Biosciences Inc. Common Stock,24.73,0.0,0.0,0.0,0.0,24.73,insufficient_risk_evidence,market_only_risk_unscreened,50.8,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
OPK,OPKO Health Inc. Common Stock,24.72,0.0,0.0,0.0,0.0,24.72,insufficient_risk_evidence,market_only_risk_unscreened,50.8,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
ODTX,Odyssey Therapeutics Inc. Common Stock,24.62,0.0,0.0,0.0,0.0,24.62,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
GNPX,Genprex Inc. Common Stock,24.47,0.0,0.0,0.0,0.0,24.47,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
CRIS,Curis Inc. Common Stock,24.45,0.0,0.0,0.0,0.0,24.45,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
SION,Sionna Therapeutics Inc. Common Stock,24.45,0.0,0.0,0.0,0.0,24.45,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
GLUE,Monte Rosa Therapeutics Inc. Common Stock,24.36,0.0,0.0,0.0,0.0,24.36,insufficient_risk_evidence,market_only_risk_unscreened,50.8,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
CGEN,Compugen Ltd. Ordinary Shares,24.3,0.0,0.0,0.0,0.0,24.3,insufficient_risk_evidence,market_only_risk_unscreened,50.8,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
DARE,Dare Bioscience Inc. Common Stock,24.28,0.0,0.0,0.0,0.0,24.28,insufficient_risk_evidence,market_only_risk_unscreened,50.8,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
BIVI,BioVie Inc. Class A Common Stock,24.25,0.0,0.0,0.0,0.0,24.25,insufficient_risk_evidence,sparse_risk_unscreened,19.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
AKTS,Aktis Oncology Inc. Common stock,24.17,0.0,0.0,0.0,0.0,24.17,insufficient_risk_evidence,market_only_risk_unscreened,59.2,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
ARTV,Artiva Biotherapeutics Inc. Common Stock,24.16,0.0,0.0,0.0,0.0,24.16,insufficient_risk_evidence,market_only_risk_unscreened,50.8,0,0,[],[],,,,0.0,,,"Delivery upside is an asset-progress proxy, not proof of management quality. Downside uses sourced company evidence. A missing risk signal means unscreened, not low risk. Historical outcomes are validation labels and are not score features."
